route	step	geom
75	4	LINESTRING (139.73962 35.655480000000004, 139.73953 35.65551, 139.73945 35.65552, 139.73940000000002 35.655530000000006, 139.73927 35.655550000000005, 139.739 35.65558, 139.73896000000002 35.65558, 139.73891 35.655590000000004, 139.73886000000002 35.655590000000004, 139.73864 35.65561, 139.73845 35.65563, 139.73843000000002 35.655640000000005, 139.73825000000002 35.65567, 139.73816000000002 35.655680000000004, 139.7381 35.6557, 139.73801 35.655730000000005, 139.738 35.655730000000005, 139.73794 35.65576, 139.73786 35.65579, 139.73782 35.65581, 139.73781000000002 35.65581, 139.73777 35.655840000000005, 139.73772000000002 35.65587, 139.73767 35.655910000000006, 139.73764 35.655930000000005, 139.73761000000002 35.65596, 139.73755 35.656000000000006, 139.7375 35.656060000000004, 139.73747 35.656090000000006, 139.73745000000002 35.65612, 139.7374 35.656200000000005, 139.73735000000002 35.65628, 139.73734000000002 35.65628, 139.73724 35.6565, 139.73714 35.656670000000005, 139.73704 35.65683000000001, 139.73700000000002 35.65691, 139.73692 35.657030000000006, 139.73685 35.65715, 139.73673000000002 35.65733, 139.73668 35.65744, 139.73663000000002 35.65751, 139.73661 35.65755, 139.73659 35.65758, 139.73658 35.657610000000005, 139.73656000000003 35.657650000000004, 139.73652 35.657740000000004, 139.73651 35.657790000000006, 139.7365 35.657810000000005, 139.73648 35.657900000000005, 139.73647000000003 35.65795, 139.73645000000002 35.658, 139.73645000000002 35.65809, 139.73645000000002 35.65814, 139.73644000000002 35.6582, 139.73645000000002 35.65829, 139.73647000000003 35.65841)
75	5	LINESTRING (139.73647000000003 35.65841, 139.73643 35.658460000000005, 139.73643 35.65847, 139.73643 35.658480000000004, 139.73642 35.658480000000004, 139.73642 35.65849, 139.73642 35.65851, 139.73644000000002 35.65858, 139.73647000000003 35.658730000000006, 139.73648 35.658770000000004, 139.73652 35.659060000000004, 139.73655000000002 35.65919, 139.73658 35.6593, 139.73659 35.65934, 139.73661 35.65943, 139.73663000000002 35.659490000000005, 139.73664000000002 35.65952, 139.73665 35.659560000000006, 139.73667 35.65961, 139.73671000000002 35.65972, 139.73674 35.65977, 139.73676 35.65981, 139.73677 35.65983, 139.73677 35.65984, 139.73677 35.659850000000006, 139.73676 35.65986, 139.73674 35.65988, 139.73679 35.659960000000005, 139.73686 35.660030000000006, 139.73695 35.66015, 139.73698000000002 35.660180000000004, 139.73714 35.66039, 139.73723 35.66049, 139.73727000000002 35.660540000000005, 139.73728 35.660560000000004, 139.73734000000002 35.660630000000005, 139.73739 35.66069, 139.73742000000001 35.66073, 139.73746 35.660790000000006, 139.73748 35.660810000000005, 139.73749 35.66082, 139.73757 35.660920000000004, 139.73761000000002 35.660970000000006, 139.73763000000002 35.660990000000005, 139.73767 35.66105, 139.73771000000002 35.66111, 139.73778000000001 35.66124)
75	6	LINESTRING (139.73778000000001 35.66124, 139.73759 35.661300000000004, 139.73756 35.661300000000004, 139.73755 35.661300000000004, 139.7371 35.66145, 139.73701 35.661480000000005, 139.73665 35.661590000000004, 139.73662000000002 35.6616, 139.73645000000002 35.66165, 139.73614 35.66174, 139.73609000000002 35.66176, 139.73607 35.66176, 139.73545000000001 35.661950000000004, 139.73532 35.66199, 139.73502000000002 35.66208)
75	7	LINESTRING (139.73502000000002 35.66208, 139.7349 35.661480000000005, 139.73489 35.66145, 139.73488 35.66142, 139.73481 35.661100000000005, 139.7348 35.66107, 139.73479 35.661010000000005, 139.73478 35.660970000000006, 139.73471 35.660650000000004, 139.73469 35.660520000000005, 139.73468 35.66048, 139.73467000000002 35.660450000000004, 139.7346 35.660140000000006, 139.73452 35.65986, 139.73452 35.65982, 139.73444 35.659530000000004)
76	0	LINESTRING (139.73658 35.701550000000005, 139.7366 35.70152, 139.73667 35.70145, 139.73682000000002 35.7013)
76	1	LINESTRING (139.73682000000002 35.7013, 139.73624 35.701040000000006, 139.73620000000003 35.70102, 139.73607 35.70096, 139.73601000000002 35.70093, 139.73586 35.70087, 139.73573000000002 35.70082, 139.73572000000001 35.700810000000004, 139.73545000000001 35.70071, 139.7354 35.70069, 139.7346 35.7004, 139.73444 35.70035, 139.73381 35.70013, 139.73360000000002 35.70006, 139.73316 35.6999)
76	2	LINESTRING (139.73316 35.6999, 139.73347 35.699180000000005, 139.73348000000001 35.69917, 139.73348000000001 35.69914, 139.73378000000002 35.698460000000004, 139.73378000000002 35.69845, 139.73411000000002 35.69778, 139.73412000000002 35.697750000000006, 139.73438000000002 35.697210000000005, 139.73438000000002 35.6972, 139.73439000000002 35.69718, 139.73440000000002 35.697160000000004, 139.73441000000003 35.697120000000005, 139.73442 35.69711, 139.73443 35.69709, 139.73444 35.69708, 139.73445 35.697070000000004, 139.73446 35.69706, 139.73450000000003 35.697030000000005, 139.73453 35.697010000000006, 139.73461 35.69697, 139.73521000000002 35.696600000000004, 139.73525 35.69657, 139.73530000000002 35.696540000000006, 139.73536000000001 35.696470000000005, 139.7354 35.69643, 139.73555000000002 35.69628, 139.73565000000002 35.696180000000005, 139.73597 35.69586, 139.73639 35.695440000000005, 139.73653000000002 35.6953, 139.73696 35.69489, 139.73697 35.694880000000005, 139.7371 35.694750000000006, 139.73714 35.694720000000004, 139.73721 35.694660000000006, 139.73725000000002 35.69462, 139.73726000000002 35.69462, 139.73742000000001 35.69449, 139.73753000000002 35.694410000000005, 139.73768 35.69429)
76	3	LINESTRING (139.73768 35.69429, 139.73777 35.69424, 139.73772000000002 35.694190000000006, 139.73760000000001 35.69406, 139.73743000000002 35.693870000000004, 139.73721 35.69364, 139.73717000000002 35.69359, 139.7371 35.69353, 139.73706 35.6935, 139.73700000000002 35.69344, 139.73692 35.693380000000005, 139.73682000000002 35.6933, 139.73678 35.693270000000005, 139.73656000000003 35.693110000000004, 139.73637000000002 35.69296000000001, 139.73618000000002 35.69281, 139.73589 35.69259, 139.73585 35.69256, 139.73572000000001 35.692460000000004, 139.73564000000002 35.692400000000006, 139.73561 35.692370000000004, 139.73558 35.692350000000005, 139.73553 35.692310000000006, 139.73544 35.692260000000005, 139.73533 35.6922, 139.73518 35.69212, 139.73506 35.69207, 139.7346 35.691840000000006)
76	4	LINESTRING (139.7346 35.691840000000006, 139.73459000000003 35.691810000000004, 139.73458000000002 35.691790000000005, 139.73457000000002 35.69178, 139.73455 35.691770000000005, 139.73453 35.69176, 139.73451 35.69174, 139.73450000000003 35.69174, 139.73437 35.691680000000005, 139.73425 35.69163, 139.73422000000002 35.691610000000004, 139.73405000000002 35.691500000000005, 139.73395000000002 35.69144, 139.73392 35.691430000000004, 139.7339 35.69142, 139.73386000000002 35.691410000000005, 139.73381 35.691410000000005, 139.73364 35.691280000000006, 139.73343 35.69111, 139.73340000000002 35.69109, 139.73324000000002 35.69098, 139.73319 35.690940000000005, 139.73313000000002 35.690900000000006, 139.73306000000002 35.690830000000005, 139.73293 35.69071, 139.73284 35.690630000000006, 139.73271 35.69051, 139.73261000000002 35.69042, 139.73253000000003 35.690340000000006, 139.73252000000002 35.69033, 139.73249 35.690310000000004, 139.73245 35.690270000000005, 139.73239 35.69024, 139.73237 35.690220000000004, 139.73235000000003 35.69021, 139.73231 35.690200000000004, 139.73226000000003 35.690180000000005, 139.73218 35.690160000000006, 139.73206000000002 35.69013, 139.73185 35.69008, 139.73157 35.69001, 139.73151000000001 35.68999, 139.73142 35.68997, 139.73125000000002 35.689910000000005, 139.73112 35.689870000000006, 139.73112 35.68985, 139.73111 35.689840000000004, 139.7311 35.68983, 139.73109000000002 35.68983, 139.73107000000002 35.689820000000005, 139.73103 35.689800000000005, 139.73095 35.68977, 139.73089000000002 35.68974, 139.73086 35.68972, 139.73083 35.6897, 139.73079 35.68967, 139.73077 35.689640000000004, 139.73073000000002 35.68958, 139.73069 35.68952, 139.73067 35.68948, 139.73066 35.68945, 139.73062000000002 35.68934, 139.73051 35.68905, 139.73047000000003 35.68894, 139.73037000000002 35.68862, 139.7303 35.68842, 139.73016 35.688010000000006, 139.73014 35.687920000000005, 139.72998 35.68737, 139.72996 35.68733, 139.72990000000001 35.6871, 139.72982000000002 35.686820000000004, 139.72977 35.68667, 139.72973000000002 35.686510000000006, 139.72972000000001 35.68648, 139.72971 35.68645, 139.72962 35.68614, 139.72961 35.68609, 139.72958 35.68601, 139.72955000000002 35.685930000000006, 139.72952 35.685790000000004, 139.7295 35.685610000000004, 139.72946000000002 35.685390000000005, 139.72943 35.68518, 139.72937000000002 35.684670000000004, 139.72933 35.684340000000006, 139.72932 35.68428, 139.72930000000002 35.68423, 139.72928000000002 35.684180000000005, 139.72926 35.68415, 139.72924 35.6841)
76	5	LINESTRING (139.72924 35.6841, 139.72924 35.68408, 139.72924 35.684070000000006, 139.72924 35.684050000000006, 139.72923 35.68403, 139.72922 35.68401, 139.72920000000002 35.683980000000005, 139.72917 35.68394, 139.72915 35.683910000000004, 139.72914 35.683890000000005, 139.72912000000002 35.683870000000006, 139.72910000000002 35.68385, 139.72908 35.68383, 139.72905 35.683820000000004, 139.72903000000002 35.683820000000004, 139.72901000000002 35.683820000000004, 139.729 35.68379, 139.7288 35.68356, 139.72863 35.683370000000004, 139.72845 35.68316, 139.72822000000002 35.682880000000004, 139.7281 35.68274, 139.72801 35.68263, 139.7279 35.682500000000005, 139.7278 35.682370000000006, 139.72777000000002 35.68234, 139.72768000000002 35.682230000000004, 139.72759000000002 35.68213, 139.72755 35.68207, 139.72753 35.682030000000005, 139.72752 35.68202, 139.72749000000002 35.68198, 139.72748 35.68195, 139.72747 35.68193, 139.72745 35.68189, 139.72743 35.681850000000004, 139.7273 35.68155, 139.72712 35.68115, 139.72682 35.6805, 139.72673 35.680310000000006, 139.72670000000002 35.680240000000005, 139.72665 35.680130000000005, 139.72661000000002 35.680060000000005, 139.72660000000002 35.680040000000005, 139.72657 35.679990000000004, 139.72650000000002 35.6799, 139.72642000000002 35.67981, 139.72639 35.679790000000004, 139.72636 35.67976, 139.7263 35.679700000000004, 139.72622 35.67965, 139.72618 35.67962, 139.72612 35.679590000000005, 139.72607000000002 35.679550000000006, 139.72604 35.67954, 139.72596000000001 35.679500000000004, 139.72594 35.67949, 139.72592 35.679480000000005, 139.72588000000002 35.67947, 139.72582 35.67945, 139.72577 35.67943, 139.72574 35.67942, 139.72571000000002 35.67942, 139.72552000000002 35.67938, 139.72543000000002 35.67936, 139.72528 35.67933, 139.72521 35.67931, 139.72516000000002 35.679300000000005, 139.7251 35.67927, 139.72506 35.67925, 139.72503 35.67924, 139.72502 35.679230000000004, 139.72500000000002 35.67922, 139.72494 35.67918, 139.72473000000002 35.679050000000004, 139.72463000000002 35.678990000000006, 139.72436000000002 35.678850000000004, 139.72414 35.67873, 139.72399000000001 35.678650000000005, 139.7238 35.678560000000004, 139.72362 35.67846, 139.72327 35.678290000000004, 139.72324 35.678270000000005, 139.72316 35.67824, 139.72159000000002 35.67745, 139.72122000000002 35.67727, 139.72113000000002 35.67723, 139.72103 35.67719)
76	6	LINESTRING (139.72103 35.67719, 139.72137 35.67653, 139.72171 35.67589, 139.72179 35.675740000000005, 139.72201 35.675320000000006, 139.72208 35.675200000000004, 139.72213000000002 35.67512, 139.72215 35.675090000000004, 139.72219 35.675050000000006, 139.72228 35.674960000000006, 139.72234 35.6749, 139.72237 35.674870000000006, 139.72242 35.67483, 139.72259000000003 35.67472, 139.72262 35.6747, 139.72263 35.674690000000005, 139.72265000000002 35.67468, 139.72271 35.67465, 139.72275000000002 35.67463, 139.72283000000002 35.674600000000005, 139.72299 35.67454, 139.72303000000002 35.67452, 139.72305 35.674510000000005, 139.72309 35.674490000000006, 139.72315 35.67446, 139.72320000000002 35.67443, 139.72325 35.67439, 139.72329000000002 35.67434, 139.72332 35.674310000000006, 139.72334 35.67428, 139.72338000000002 35.67423, 139.72341 35.674170000000004, 139.72351 35.67398, 139.72353 35.67394, 139.72362 35.67376, 139.72363 35.67374, 139.72368 35.67363, 139.72373000000002 35.67352, 139.72406 35.67287, 139.72410000000002 35.672740000000005, 139.72417000000002 35.67258, 139.72419000000002 35.672540000000005, 139.72436000000002 35.67213, 139.72438000000002 35.6721, 139.72441 35.67202, 139.72453000000002 35.671730000000004, 139.7246 35.67155, 139.7246 35.671510000000005, 139.7246 35.67148, 139.7246 35.67143, 139.7246 35.67137, 139.72458 35.67127, 139.72456000000003 35.671240000000004, 139.72454000000002 35.67119, 139.72451 35.671130000000005, 139.72448 35.67108, 139.72443 35.67101, 139.72439 35.67096, 139.72436000000002 35.67092, 139.72433 35.67089, 139.7243 35.670860000000005, 139.72427000000002 35.67083, 139.72422 35.670790000000004, 139.72418000000002 35.67076, 139.72412 35.67072, 139.72410000000002 35.670700000000004, 139.72409000000002 35.670700000000004, 139.72404 35.670660000000005, 139.72397 35.6706, 139.72393000000002 35.67056, 139.72387 35.670500000000004, 139.72385 35.67047, 139.7238 35.67038, 139.72377 35.670320000000004, 139.72375000000002 35.67029, 139.72374000000002 35.67027, 139.72372000000001 35.67022, 139.72371 35.670170000000006, 139.7237 35.67013, 139.7237 35.670120000000004, 139.7237 35.67009, 139.72369 35.67005, 139.72369 35.67002, 139.72369 35.66998, 139.72369 35.66995, 139.7237 35.66986, 139.72371 35.66978, 139.72373000000002 35.669720000000005, 139.72377 35.669540000000005, 139.72389 35.669070000000005, 139.72390000000001 35.66903000000001, 139.72396 35.66874, 139.72407 35.668240000000004, 139.72409000000002 35.66819, 139.72414 35.66798, 139.72422 35.667660000000005, 139.72427000000002 35.66749, 139.72431 35.66731, 139.72432 35.66727, 139.72434 35.667210000000004, 139.72435000000002 35.66718, 139.72436000000002 35.667120000000004, 139.72439 35.66704, 139.7244 35.666990000000006, 139.72441 35.66696, 139.72448 35.66671, 139.7245 35.666560000000004, 139.72452 35.666450000000005, 139.72458 35.66621, 139.7246 35.666140000000006, 139.72464000000002 35.665940000000006, 139.72471000000002 35.665690000000005, 139.72473000000002 35.66559, 139.72475 35.665510000000005, 139.72479 35.66536, 139.72480000000002 35.665330000000004, 139.72481000000002 35.6653, 139.72482000000002 35.66526, 139.72484 35.665240000000004, 139.72485 35.665220000000005, 139.72488 35.66518)
76	7	LINESTRING (139.72488 35.66518, 139.72477 35.66512, 139.72474000000003 35.66508, 139.72471000000002 35.665040000000005, 139.72467 35.66498, 139.72467 35.66494, 139.72462000000002 35.66483)
77	0	LINESTRING (139.74622000000002 35.702920000000006, 139.74605000000003 35.702920000000006, 139.74588 35.702920000000006, 139.74582 35.702920000000006, 139.74576000000002 35.702920000000006, 139.74568000000002 35.70293, 139.74560000000002 35.702940000000005, 139.74553 35.70295, 139.74546 35.70297, 139.74538 35.70299, 139.74528 35.703010000000006, 139.74521000000001 35.70304, 139.74513000000002 35.70308, 139.74509 35.703100000000006, 139.74503 35.703140000000005, 139.74493 35.7032, 139.74487000000002 35.703250000000004, 139.74484 35.70327, 139.74475 35.70337, 139.74468000000002 35.70346, 139.74464 35.703520000000005, 139.74463 35.703540000000004, 139.74460000000002 35.703590000000005, 139.74455 35.703680000000006, 139.74454 35.703700000000005, 139.74453 35.70373, 139.74451000000002 35.70376, 139.74449 35.703810000000004, 139.74448 35.703860000000006, 139.74447 35.703880000000005, 139.74443000000002 35.703970000000005, 139.7444 35.70405, 139.74434000000002 35.70422, 139.74428 35.7044, 139.74418 35.70469, 139.74415000000002 35.70478, 139.74412 35.70487, 139.74411 35.7049, 139.74408000000003 35.705020000000005, 139.74406000000002 35.705070000000006, 139.74404 35.705110000000005, 139.74402 35.705180000000006, 139.74397000000002 35.70532, 139.74391 35.7055, 139.74390000000002 35.705510000000004, 139.74378000000002 35.70588, 139.74373 35.70602, 139.74368 35.70619, 139.74367 35.70624, 139.74361000000002 35.70647, 139.74359 35.706540000000004, 139.74355 35.706720000000004, 139.7435 35.70694, 139.74348 35.706990000000005, 139.74346 35.70711, 139.74344000000002 35.70718, 139.74343000000002 35.70723, 139.7434 35.70731, 139.74339 35.70734, 139.74337 35.707370000000004, 139.74333000000001 35.707460000000005, 139.74329 35.707510000000006, 139.74327000000002 35.70754, 139.74319 35.707640000000005, 139.74313 35.7077, 139.74306 35.70776, 139.74297 35.707820000000005, 139.74286 35.707890000000006, 139.74278 35.707930000000005, 139.74274 35.707950000000004, 139.74255000000002 35.70801, 139.74244000000002 35.708040000000004, 139.74213 35.7081, 139.74207 35.708110000000005, 139.74191000000002 35.708130000000004, 139.74177 35.70815, 139.74171 35.70816, 139.74163000000001 35.70817, 139.74158 35.708180000000006, 139.74154000000001 35.708180000000006, 139.74149 35.70819, 139.74144 35.708200000000005, 139.74132 35.708220000000004, 139.74124 35.70823, 139.74049000000002 35.70834, 139.74029000000002 35.70837, 139.74015 35.70839, 139.73983 35.70844, 139.7397 35.70846, 139.73956 35.708470000000005, 139.73904000000002 35.70855, 139.73891 35.70857, 139.73851000000002 35.70863, 139.73842000000002 35.70864, 139.73832000000002 35.70866, 139.73812 35.708690000000004, 139.73789000000002 35.70872, 139.73781000000002 35.70873, 139.73767 35.708760000000005, 139.73754000000002 35.708780000000004, 139.73733000000001 35.70881, 139.73723 35.70882, 139.73702 35.70886, 139.73690000000002 35.708870000000005, 139.73610000000002 35.709, 139.73601000000002 35.709010000000006, 139.73592000000002 35.70902, 139.73575000000002 35.709050000000005, 139.73559 35.70908, 139.73551 35.70909, 139.73546000000002 35.7091, 139.73529000000002 35.70913, 139.73518 35.70915, 139.73505 35.70918, 139.73497 35.7092, 139.73489 35.70922, 139.73475000000002 35.70926, 139.73465000000002 35.70929, 139.73455 35.709320000000005, 139.73446 35.70935, 139.73437 35.70938, 139.73432000000003 35.7094, 139.73422000000002 35.70944, 139.73402000000002 35.70951, 139.73324000000002 35.709830000000004, 139.73312 35.709880000000005, 139.73305000000002 35.70991, 139.73296000000002 35.709950000000006, 139.73275 35.71003, 139.73254 35.71012, 139.73246 35.710150000000006, 139.73238 35.71018, 139.73202 35.710330000000006, 139.73198000000002 35.71034, 139.73187000000001 35.7104, 139.73175 35.71045, 139.73159 35.71052, 139.73145000000002 35.71059, 139.73131 35.71067, 139.73126000000002 35.7107, 139.73123 35.71072, 139.73114 35.71078, 139.73106 35.71083, 139.73098000000002 35.7109, 139.73097 35.7109, 139.73093 35.710930000000005, 139.73086 35.71099, 139.73083 35.711020000000005, 139.73078 35.71106, 139.73073000000002 35.711110000000005, 139.73071000000002 35.711130000000004, 139.73068 35.71116, 139.73064000000002 35.711200000000005, 139.73061 35.71123, 139.73057 35.711270000000006, 139.73051 35.71134, 139.73045000000002 35.71141, 139.73039 35.71148, 139.73034 35.711560000000006, 139.73031 35.711600000000004, 139.73029000000002 35.71164, 139.73024 35.711710000000004, 139.73023 35.71173, 139.73019000000002 35.711800000000004, 139.73015 35.711870000000005, 139.73014 35.711890000000004, 139.73011000000002 35.711960000000005, 139.73006 35.71206, 139.73005 35.712070000000004, 139.73002000000002 35.71213, 139.72999000000002 35.71219, 139.72998 35.712210000000006, 139.72993000000002 35.71231, 139.72982000000002 35.712520000000005, 139.72974000000002 35.71269, 139.72967 35.712830000000004, 139.72965000000002 35.71287, 139.72963000000001 35.712900000000005, 139.72957000000002 35.71302, 139.72946000000002 35.71323, 139.72946000000002 35.713240000000006, 139.72930000000002 35.713570000000004, 139.72921000000002 35.713730000000005, 139.72920000000002 35.71376, 139.72913 35.7139, 139.72908 35.714000000000006, 139.72903000000002 35.7141, 139.72902000000002 35.714130000000004, 139.729 35.714150000000004, 139.72893000000002 35.714310000000005, 139.72886 35.71444, 139.72884000000002 35.714470000000006, 139.72878 35.714600000000004, 139.7287 35.71477, 139.72868000000003 35.71481, 139.72856000000002 35.715030000000006, 139.72851 35.715140000000005, 139.72842 35.715320000000006, 139.72840000000002 35.715360000000004, 139.72839000000002 35.71538, 139.72837 35.71542, 139.72828 35.7156, 139.72818 35.7158, 139.72816 35.715830000000004, 139.72815 35.71587, 139.72798 35.7162, 139.72782 35.71651, 139.72781 35.716530000000006, 139.7277 35.71676, 139.72768000000002 35.716800000000006, 139.72766000000001 35.716840000000005, 139.72751000000002 35.71714, 139.72744 35.717290000000006, 139.7273 35.71755, 139.72729 35.717580000000005, 139.72721 35.71773, 139.72714000000002 35.71788, 139.72708 35.717980000000004, 139.72698 35.71819, 139.72695000000002 35.71826)
77	1	LINESTRING (139.72695000000002 35.71826, 139.72684 35.718360000000004, 139.72675 35.718500000000006, 139.72668000000002 35.718610000000005, 139.72665 35.71866, 139.72663 35.71867, 139.72659000000002 35.718700000000005, 139.72656 35.71873, 139.72654 35.71875, 139.72650000000002 35.718790000000006, 139.72645 35.71882, 139.72634000000002 35.71889, 139.72631 35.71891, 139.72628 35.71893, 139.7262 35.718970000000006, 139.72616000000002 35.718990000000005, 139.72615000000002 35.718990000000005, 139.72609 35.71902, 139.72605000000001 35.71904, 139.726 35.719060000000006, 139.72583 35.71914, 139.72576 35.71916, 139.72565 35.7192)
77	2	LINESTRING (139.72565 35.7192, 139.72544000000002 35.719260000000006, 139.72533 35.71929, 139.72523 35.71932, 139.72504 35.71938, 139.72482000000002 35.71947)
77	3	LINESTRING (139.72482000000002 35.71947, 139.72472000000002 35.71954, 139.72467 35.71958, 139.72453000000002 35.719710000000006, 139.72451 35.719730000000006, 139.72443 35.71979, 139.72429000000002 35.719910000000006, 139.72427000000002 35.719930000000005, 139.72417000000002 35.72005, 139.72405 35.72025, 139.72402000000002 35.7203)
77	4	LINESTRING (139.72402000000002 35.7203, 139.72405 35.720330000000004, 139.72406 35.720330000000004, 139.72408000000001 35.72034, 139.72413 35.72035, 139.72415 35.72036, 139.72417000000002 35.72035, 139.72419000000002 35.72035, 139.72422 35.72034, 139.72426000000002 35.720240000000004, 139.7243 35.72019, 139.72439 35.720090000000006, 139.72444000000002 35.72003, 139.72451 35.71998)
77	5	LINESTRING (139.72451 35.71998, 139.72466 35.71983, 139.72481000000002 35.7197)
77	6	LINESTRING (139.72481000000002 35.7197, 139.72487 35.7197, 139.72494 35.7197, 139.72498000000002 35.7197, 139.7251 35.719680000000004, 139.72511 35.719680000000004, 139.72531 35.71965, 139.7254 35.719640000000005, 139.72544000000002 35.71963, 139.72548 35.7196, 139.72557 35.719550000000005, 139.72563000000002 35.719500000000004, 139.72566 35.71947, 139.72567 35.719460000000005, 139.72572000000002 35.71943, 139.72575 35.71942, 139.72584 35.71938, 139.72590000000002 35.71936, 139.726 35.71933000000001, 139.72607000000002 35.719300000000004, 139.72621 35.719260000000006, 139.72623000000002 35.71925, 139.72634000000002 35.7192, 139.7264 35.719170000000005, 139.72645 35.719150000000006, 139.72656 35.719080000000005, 139.72661000000002 35.71904, 139.72663 35.719030000000004, 139.72671000000003 35.718970000000006, 139.72678000000002 35.718900000000005, 139.72679000000002 35.718900000000005, 139.72686000000002 35.71882, 139.72689 35.71878, 139.72694 35.71871, 139.72695000000002 35.718700000000005, 139.72702 35.718590000000006, 139.72706000000002 35.718500000000006, 139.72708 35.71847, 139.72714000000002 35.718360000000004, 139.72718 35.71828, 139.72721 35.71819, 139.72723000000002 35.71815, 139.72725 35.71811, 139.72726 35.71808, 139.72727 35.71806, 139.72728 35.71801, 139.7273 35.71793, 139.72731000000002 35.7179, 139.72731000000002 35.717890000000004, 139.72732000000002 35.717850000000006, 139.72733000000002 35.717800000000004, 139.72733000000002 35.717760000000006, 139.72732000000002 35.71772)
