route	step	geom
8	7	LINESTRING (139.73238 35.71018, 139.73217000000002 35.71023, 139.73202 35.710280000000004, 139.73196000000002 35.710300000000004, 139.73186 35.71034, 139.73175 35.71038, 139.73171000000002 35.710390000000004, 139.73167 35.7104, 139.73164 35.71041, 139.73160000000001 35.710420000000006, 139.73146 35.710460000000005, 139.73144000000002 35.710460000000005, 139.73139 35.71047, 139.73134000000002 35.710480000000004, 139.7313 35.710480000000004, 139.73126000000002 35.71049, 139.73121 35.71049, 139.73117000000002 35.7105, 139.7311 35.7105, 139.73104 35.7105, 139.73101 35.7105, 139.73088 35.71049, 139.73082000000002 35.71049, 139.73066 35.71049, 139.73064000000002 35.71049, 139.73044000000002 35.710480000000004, 139.73042 35.71047, 139.73022 35.710460000000005, 139.73015 35.71045, 139.73000000000002 35.71043, 139.72987 35.710420000000006, 139.72961 35.71038, 139.72957000000002 35.710370000000005, 139.72949 35.710350000000005, 139.72934 35.71031, 139.72918 35.71025, 139.72913 35.710240000000006, 139.72899 35.710210000000004, 139.72898 35.7102, 139.72889 35.710190000000004, 139.72874000000002 35.710170000000005, 139.72859000000003 35.71016, 139.72855 35.71016, 139.72840000000002 35.710150000000006, 139.72833 35.710150000000006, 139.72823000000002 35.71014, 139.72808 35.71014, 139.72804000000002 35.71014, 139.728 35.71013, 139.72791 35.71013, 139.72787000000002 35.71013, 139.72785000000002 35.71013, 139.72766000000001 35.71013, 139.72748 35.71012, 139.72738 35.710100000000004, 139.72736 35.710100000000004, 139.72732000000002 35.710080000000005, 139.72726 35.71002, 139.72722000000002 35.709990000000005, 139.72721 35.709970000000006, 139.72719 35.70994, 139.72716 35.70987, 139.72712 35.709720000000004)
8	8	LINESTRING (139.72712 35.709720000000004, 139.72711 35.709590000000006, 139.7271 35.70947, 139.72708 35.709230000000005, 139.72707 35.70899, 139.72707 35.70891, 139.72707 35.708870000000005, 139.72707 35.70886, 139.72705000000002 35.70862, 139.72704000000002 35.708270000000006, 139.72703 35.708200000000005, 139.72703 35.70806, 139.72702 35.707890000000006, 139.72701 35.70761, 139.72701 35.707510000000006, 139.72702 35.70741, 139.72705000000002 35.707100000000004, 139.72706000000002 35.707, 139.72707 35.706950000000006, 139.7271 35.70673, 139.7271 35.706700000000005, 139.72712 35.706500000000005, 139.72713000000002 35.706390000000006, 139.72715000000002 35.706210000000006, 139.72716 35.70613, 139.72716 35.70606, 139.72715000000002 35.70593, 139.72714000000002 35.70572, 139.72713000000002 35.70568, 139.72713000000002 35.70559, 139.72712 35.7055, 139.72711 35.705330000000004, 139.72709 35.7051, 139.72708 35.70487, 139.72707 35.704840000000004, 139.72706000000002 35.70479, 139.72704000000002 35.70476, 139.72701 35.70468, 139.7269 35.70458, 139.72687000000002 35.704460000000005, 139.72679000000002 35.7042, 139.72679000000002 35.704170000000005, 139.72675 35.70405, 139.72674 35.703990000000005, 139.72673 35.703950000000006, 139.72672 35.70385, 139.72671000000003 35.70375, 139.72670000000002 35.70365, 139.72667 35.703120000000006, 139.72667 35.70302, 139.72665 35.70261, 139.72665 35.702600000000004, 139.72664 35.70233)
9	0	LINESTRING (139.77548000000002 35.69586, 139.77544 35.695620000000005, 139.77544 35.695510000000006, 139.77538 35.695150000000005, 139.77536 35.69505, 139.77535 35.694970000000005, 139.77532000000002 35.69476, 139.77529 35.694500000000005, 139.77527 35.694280000000006, 139.77521000000002 35.693870000000004, 139.77516 35.69352, 139.77511 35.693180000000005, 139.77509 35.69305, 139.77508 35.693000000000005, 139.77506000000002 35.69286, 139.77504000000002 35.69268, 139.775 35.69243, 139.77497000000002 35.692350000000005, 139.77496000000002 35.6922, 139.77495000000002 35.6921, 139.77493 35.692040000000006, 139.77493 35.69201, 139.77494000000002 35.69196, 139.77494000000002 35.69192, 139.77495000000002 35.69187, 139.77495000000002 35.691750000000006, 139.77494000000002 35.691700000000004, 139.77495000000002 35.69164, 139.77496000000002 35.69158, 139.77497000000002 35.69153, 139.77498 35.691480000000006, 139.77499 35.69144, 139.77501 35.6914, 139.77505000000002 35.69129, 139.77509 35.6912, 139.77519 35.69098, 139.77523000000002 35.69088)
9	1	LINESTRING (139.77523000000002 35.69088, 139.77523000000002 35.6907, 139.77523000000002 35.69068, 139.77524000000003 35.6906, 139.77532000000002 35.69044, 139.77539000000002 35.69028, 139.77539000000002 35.69026, 139.77542000000003 35.690180000000005, 139.77546 35.690110000000004, 139.77556 35.68988, 139.77559000000002 35.689780000000006, 139.77567000000002 35.689620000000005, 139.77567000000002 35.68961, 139.77571 35.68952, 139.77574 35.689440000000005, 139.77576000000002 35.68939, 139.77581 35.68927, 139.77584000000002 35.6892, 139.77587 35.68914, 139.77594000000002 35.688970000000005, 139.77595000000002 35.688950000000006, 139.776 35.68882, 139.77601 35.6888, 139.77608 35.68864, 139.7761 35.68858, 139.77613000000002 35.68851, 139.77615 35.68847, 139.77618 35.6884, 139.77622000000002 35.68831, 139.77626 35.68824, 139.77629000000002 35.688210000000005, 139.77631000000002 35.6882, 139.77633 35.68818, 139.77640000000002 35.68816, 139.77652 35.68789, 139.77659 35.687720000000006, 139.77678 35.687290000000004, 139.77681 35.687180000000005, 139.77684000000002 35.68688)
9	2	LINESTRING (139.77684000000002 35.68688, 139.77681 35.686820000000004, 139.77679 35.68672, 139.77677 35.68663, 139.77675000000002 35.686550000000004, 139.77675000000002 35.68654, 139.77675000000002 35.68647, 139.77675000000002 35.68641, 139.77675000000002 35.686400000000006, 139.77677 35.686220000000006, 139.77679 35.685990000000004, 139.77679 35.68592, 139.77681 35.68572, 139.77684000000002 35.68553, 139.77686 35.68536, 139.77687 35.685340000000004, 139.77689 35.685210000000005, 139.77689 35.685190000000006, 139.7769 35.68515, 139.77691000000002 35.685100000000006, 139.77693000000002 35.68504, 139.77696 35.684960000000004, 139.77699 35.68491, 139.77701000000002 35.68489, 139.77704 35.68484, 139.77707 35.684810000000006, 139.77712000000002 35.684760000000004, 139.77716 35.68473, 139.77720000000002 35.68471, 139.77724 35.68469, 139.77731 35.68466, 139.7774 35.68464)
9	3	LINESTRING (139.7774 35.68464, 139.77767 35.68457, 139.77788 35.684520000000006, 139.77791000000002 35.68451, 139.77796 35.684490000000004, 139.77802 35.684470000000005, 139.77812 35.68442, 139.77817000000002 35.68439, 139.7782 35.684360000000005, 139.77823 35.68433, 139.77826000000002 35.68431, 139.77828000000002 35.684290000000004, 139.7783 35.684270000000005, 139.77833 35.68423, 139.77836000000002 35.684180000000005, 139.77838 35.68415, 139.7784 35.684110000000004, 139.77842 35.68406, 139.77843000000001 35.68401, 139.77844000000002 35.68395, 139.77844000000002 35.683930000000004, 139.77844000000002 35.68388, 139.77843000000001 35.68381, 139.77842 35.68376, 139.77839 35.683690000000006, 139.77837000000002 35.68365, 139.77833 35.68357, 139.77825 35.68345, 139.77821 35.68339, 139.7782 35.68338, 139.77819000000002 35.68336, 139.77816 35.68332, 139.77810000000002 35.683220000000006, 139.77808000000002 35.68319, 139.77806 35.68316, 139.77801000000002 35.68305, 139.77791000000002 35.68291, 139.77781000000002 35.68274, 139.77768 35.68251, 139.77763000000002 35.682430000000004, 139.77761 35.6824, 139.77758 35.68235, 139.77758 35.68233, 139.77754000000002 35.68227, 139.77748000000003 35.6822)
9	4	LINESTRING (139.77748000000003 35.6822, 139.77744 35.682140000000004, 139.77743 35.682120000000005, 139.77723 35.68179, 139.77713 35.681630000000006, 139.77697 35.68135, 139.77691000000002 35.681250000000006, 139.77687 35.68119, 139.77684000000002 35.68115, 139.77665000000002 35.680820000000004, 139.77656000000002 35.68066, 139.77647000000002 35.680510000000005, 139.77627 35.680170000000004, 139.77617 35.68001, 139.77599 35.679680000000005, 139.77587 35.679480000000005, 139.77584000000002 35.67945, 139.77574 35.67929, 139.77566000000002 35.679140000000004, 139.77560000000003 35.67904, 139.77549000000002 35.67887, 139.77519 35.67839, 139.77502 35.678090000000005, 139.77491 35.6779, 139.77479000000002 35.67772, 139.77442000000002 35.67707, 139.77434000000002 35.676950000000005, 139.77425000000002 35.676790000000004, 139.77413 35.676610000000004, 139.77408 35.676520000000004, 139.77402 35.67643, 139.77401 35.6764, 139.77399 35.67636, 139.77377 35.67602)
9	5	LINESTRING (139.77377 35.67602, 139.77369000000002 35.67593, 139.77366 35.67589, 139.77361000000002 35.67582, 139.77354000000003 35.675720000000005, 139.7735 35.675650000000005, 139.77343000000002 35.675540000000005, 139.77337 35.67546, 139.77329 35.675340000000006, 139.77325000000002 35.675270000000005, 139.77321 35.67521, 139.77319 35.67517, 139.77315000000002 35.67512, 139.77313 35.67508, 139.77312 35.67508, 139.77305 35.674960000000006, 139.77303 35.67493, 139.77300000000002 35.674890000000005, 139.77295 35.674820000000004, 139.77292 35.674760000000006, 139.77288000000001 35.6747, 139.77283 35.674620000000004, 139.77278 35.67454, 139.77277 35.6745, 139.77275 35.67447, 139.77273000000002 35.67443, 139.77273000000002 35.67441, 139.77272000000002 35.674380000000006, 139.77272000000002 35.67437, 139.77272000000002 35.674350000000004, 139.77273000000002 35.6743, 139.77272000000002 35.67427, 139.77271000000002 35.674170000000004, 139.77270000000001 35.67412, 139.77270000000001 35.673950000000005, 139.77270000000001 35.67394, 139.77269 35.67376, 139.77269 35.673640000000006, 139.77268 35.67354, 139.77267 35.673480000000005, 139.77266 35.67342, 139.77266 35.673410000000004, 139.77265 35.673350000000006, 139.77264000000002 35.673320000000004, 139.77254000000002 35.673, 139.77253000000002 35.67296, 139.77253000000002 35.67295, 139.77238 35.672470000000004, 139.77229 35.672200000000004, 139.77226000000002 35.672090000000004, 139.77223 35.672000000000004, 139.77219000000002 35.6719, 139.77215 35.67181, 139.77212 35.67174, 139.77209000000002 35.671690000000005, 139.77204 35.67161, 139.77202 35.67157, 139.77197 35.67147000000001, 139.77190000000002 35.67134, 139.77182000000002 35.671220000000005, 139.77177 35.67114, 139.77171 35.67105, 139.77166000000003 35.67098, 139.7716 35.67092, 139.7716 35.670910000000006, 139.77156000000002 35.670860000000005, 139.77134 35.67063, 139.77132 35.67061, 139.77100000000002 35.670300000000005, 139.77086 35.670190000000005, 139.77079 35.67013, 139.77051 35.669920000000005, 139.77049000000002 35.669900000000005, 139.77018 35.66966, 139.77011000000002 35.669610000000006, 139.77006 35.66958, 139.77003000000002 35.66955, 139.76992 35.669450000000005, 139.76967000000002 35.669250000000005, 139.76935 35.66899, 139.7692 35.66888, 139.76911 35.668800000000005, 139.76907 35.66877, 139.76868000000002 35.668440000000004, 139.7683 35.66814, 139.76827 35.668110000000006, 139.76808 35.667950000000005, 139.76799 35.667860000000005, 139.76795 35.667820000000006, 139.76791 35.66778, 139.76788000000002 35.66774, 139.76786 35.66771, 139.76783 35.66767, 139.76780000000002 35.66763, 139.76777 35.667590000000004, 139.76775 35.66754, 139.76772000000003 35.667480000000005, 139.76771000000002 35.66745, 139.76770000000002 35.667410000000004, 139.76769000000002 35.667390000000005, 139.76769000000002 35.66736, 139.76768 35.667320000000004, 139.76767 35.66722, 139.76766 35.66716, 139.76765 35.66714, 139.76765 35.66709, 139.76764 35.66704, 139.76763000000003 35.667, 139.76762000000002 35.66693, 139.76760000000002 35.66687, 139.76758 35.666830000000004, 139.76756 35.66678, 139.76753000000002 35.66671, 139.76752000000002 35.666700000000006, 139.76748 35.666650000000004, 139.76746 35.666610000000006, 139.76742000000002 35.66657, 139.76741 35.66655, 139.7674 35.66655, 139.76739 35.666540000000005, 139.76733000000002 35.66648, 139.76729 35.666450000000005, 139.76718000000002 35.666360000000005, 139.76686 35.66611, 139.76674 35.66602, 139.76669 35.665980000000005, 139.7665 35.66583, 139.76645000000002 35.665800000000004, 139.76639 35.66575, 139.76629 35.665670000000006, 139.76617000000002 35.66557, 139.76601000000002 35.66545, 139.76598 35.665420000000005, 139.76592000000002 35.665380000000006, 139.76585 35.66532, 139.76578 35.66525, 139.76572000000002 35.66518, 139.76571 35.66517, 139.7657 35.66517, 139.76569 35.665150000000004, 139.76568 35.66514, 139.76556000000002 35.66499, 139.76553 35.664950000000005, 139.76542 35.664840000000005, 139.76531 35.6647, 139.76528000000002 35.664660000000005, 139.76524 35.66463, 139.76518000000002 35.664550000000006, 139.76510000000002 35.66447, 139.76501000000002 35.66438, 139.76500000000001 35.66436, 139.76492000000002 35.664280000000005, 139.76479 35.66418, 139.76477 35.66416, 139.76468 35.66409, 139.76467000000002 35.664080000000006, 139.76452 35.663970000000006, 139.76438000000002 35.66389, 139.76432 35.663850000000004, 139.76428 35.663830000000004, 139.76415 35.66377, 139.76413000000002 35.66377, 139.76345 35.66351, 139.76305000000002 35.663360000000004, 139.76303000000001 35.66335, 139.76289 35.66329, 139.76276000000001 35.66321, 139.76270000000002 35.66317, 139.76265 35.66313, 139.76259000000002 35.66308, 139.76254 35.663030000000006, 139.76243000000002 35.662910000000004, 139.76233000000002 35.66279, 139.76219 35.662620000000004, 139.76183 35.66217, 139.76174 35.66205, 139.76162000000002 35.6619, 139.76159 35.66187, 139.76158 35.661860000000004, 139.76155 35.66181, 139.76143000000002 35.66167, 139.76141 35.661640000000006, 139.76137 35.661590000000004, 139.76129 35.66149, 139.76125000000002 35.661440000000006, 139.76114 35.661300000000004, 139.76113 35.66129, 139.76106000000001 35.6612, 139.76101 35.66114, 139.76089000000002 35.660990000000005, 139.76086 35.66096, 139.76081000000002 35.66089, 139.76056 35.66058, 139.76052 35.66053, 139.7605 35.66051, 139.76039 35.66038, 139.76039 35.66037, 139.76037000000002 35.66035, 139.76032 35.66028, 139.76024 35.66017, 139.7602 35.66011, 139.75998 35.65982, 139.75997 35.65981, 139.75987 35.65968, 139.75986 35.65966, 139.75979 35.659580000000005, 139.75974000000002 35.6595, 139.75973000000002 35.659490000000005, 139.75969 35.659420000000004, 139.75966000000003 35.65936, 139.75963000000002 35.659290000000006, 139.75961 35.65925, 139.7596 35.659220000000005, 139.7596 35.65921, 139.75959 35.659180000000006, 139.75959 35.65914, 139.75958 35.6591, 139.75958 35.65905, 139.75958 35.65901, 139.75959 35.65898, 139.75959 35.658950000000004, 139.7596 35.658910000000006, 139.75961 35.65887, 139.75962 35.65883, 139.75964000000002 35.658770000000004, 139.75967 35.65872, 139.75969 35.658660000000005, 139.75972000000002 35.658620000000006, 139.75981000000002 35.65847, 139.75999000000002 35.658210000000004, 139.76004 35.65813, 139.76006 35.658100000000005, 139.76008000000002 35.65807, 139.76010000000002 35.65804, 139.76013 35.65796, 139.76014 35.65793, 139.76016 35.657880000000006, 139.76018000000002 35.65784, 139.76019000000002 35.657810000000005, 139.7602 35.65776, 139.7602 35.65773, 139.76022 35.657650000000004, 139.76022 35.657590000000006, 139.76023 35.65748, 139.76023 35.657300000000006, 139.76023 35.65722, 139.76023 35.65715, 139.76023 35.65697, 139.76022 35.6569, 139.76023 35.65679, 139.76023 35.65666, 139.76023 35.6563, 139.76023 35.656270000000006, 139.76023 35.65587, 139.76023 35.655590000000004, 139.76023 35.65551, 139.76023 35.6554, 139.76023 35.655330000000006, 139.76023 35.65487, 139.76024 35.65437, 139.76025 35.653870000000005, 139.76023 35.65384, 139.76021 35.653800000000004, 139.76019000000002 35.65375, 139.76019000000002 35.6537, 139.76018000000002 35.65363, 139.76018000000002 35.65361, 139.76017000000002 35.653490000000005, 139.76015 35.65339, 139.76013 35.653360000000006, 139.76012 35.653310000000005, 139.76008000000002 35.65325, 139.76003 35.65316, 139.76001000000002 35.65312, 139.76000000000002 35.653110000000005, 139.75999000000002 35.653090000000006, 139.75994 35.653040000000004, 139.75989 35.653000000000006, 139.75989 35.65299, 139.75985 35.65296, 139.75979 35.652910000000006, 139.75974000000002 35.65288, 139.75965000000002 35.652840000000005, 139.7596 35.65281, 139.7595 35.65278, 139.75944 35.65276, 139.75936000000002 35.65274, 139.75929000000002 35.652730000000005, 139.75923 35.65272, 139.75916 35.652710000000006, 139.75905 35.652710000000006, 139.75898 35.6527, 139.75887 35.6527, 139.75879 35.6527, 139.75865000000002 35.652710000000006, 139.75863 35.652710000000006, 139.75861 35.652710000000006, 139.75841 35.652730000000005, 139.75819 35.652750000000005, 139.75791 35.652770000000004, 139.75772 35.65278, 139.75769000000003 35.65278, 139.75750000000002 35.652800000000006, 139.75747 35.652800000000006, 139.75728 35.65281, 139.75721000000001 35.652820000000006, 139.75706000000002 35.65283, 139.75699 35.652840000000005, 139.75696000000002 35.652840000000005, 139.75677000000002 35.652860000000004, 139.7564 35.652890000000006, 139.75632000000002 35.652910000000006, 139.75544000000002 35.65298, 139.75522 35.653000000000006, 139.75505 35.65301, 139.75500000000002 35.653020000000005, 139.75482000000002 35.65303, 139.75478 35.653040000000004, 139.75456 35.65306, 139.75446000000002 35.65307, 139.75437000000002 35.65308, 139.75418000000002 35.6531, 139.75415 35.653110000000005, 139.75394 35.65314, 139.7538 35.65316, 139.75372000000002 35.65317, 139.7535 35.65321, 139.75315 35.653270000000006, 139.75307 35.65328, 139.75265000000002 35.65335, 139.75254 35.65337, 139.75244 35.65339, 139.75184000000002 35.653490000000005, 139.75179 35.6535, 139.75143 35.653560000000006, 139.75128 35.65357, 139.75118 35.65357, 139.75107 35.65357, 139.75097000000002 35.653560000000006, 139.75091 35.65355, 139.7508 35.65354, 139.75077000000002 35.65353, 139.75070000000002 35.653510000000004, 139.75060000000002 35.65348, 139.75057 35.65346, 139.75049 35.65343, 139.75037 35.65339, 139.75027 35.65334, 139.75007000000002 35.65325, 139.75005000000002 35.65323, 139.74996000000002 35.65319, 139.74995 35.65319, 139.74980000000002 35.653130000000004, 139.74970000000002 35.6531, 139.74958 35.65306, 139.74951000000001 35.65305, 139.74941 35.65303, 139.74932 35.653020000000005, 139.7492 35.653020000000005, 139.74913 35.653020000000005, 139.74904 35.653020000000005, 139.74891000000002 35.65303, 139.74882000000002 35.653040000000004, 139.74872000000002 35.65305, 139.7486 35.65307, 139.74849 35.65308, 139.74838 35.653090000000006, 139.74794 35.653150000000004, 139.74786 35.65316, 139.74772000000002 35.65317, 139.74763000000002 35.65319, 139.74752 35.65321, 139.74745000000001 35.653220000000005, 139.74736000000001 35.653240000000004, 139.74729000000002 35.65326, 139.74723 35.653270000000006, 139.74711000000002 35.65332, 139.74702000000002 35.653360000000006, 139.74693000000002 35.653400000000005, 139.74689 35.653420000000004, 139.74684000000002 35.65345, 139.74677 35.6535, 139.74671 35.65355, 139.74666000000002 35.653600000000004, 139.74658000000002 35.65366, 139.7465 35.653740000000006, 139.74648000000002 35.653760000000005, 139.74639000000002 35.653850000000006, 139.74621000000002 35.654070000000004, 139.74614000000003 35.65415, 139.74609 35.6542, 139.74607 35.654210000000006, 139.74599 35.65429, 139.74594000000002 35.65433, 139.74591 35.654360000000004, 139.74588 35.65439000000001, 139.74584000000002 35.65442, 139.74582 35.654430000000005, 139.7458 35.65444, 139.74576000000002 35.65447, 139.74571 35.65449, 139.74567000000002 35.654520000000005, 139.74561 35.654540000000004, 139.74555 35.65457, 139.74551000000002 35.654590000000006, 139.74547 35.6546, 139.74542000000002 35.65462, 139.74538 35.65462, 139.74536 35.654630000000004, 139.74534 35.654630000000004, 139.74532000000002 35.65464, 139.74519 35.65466, 139.74509 35.654680000000006, 139.74502 35.65469, 139.74487000000002 35.654700000000005, 139.74443000000002 35.654740000000004, 139.74421 35.65476, 139.74417000000003 35.65476, 139.74399000000003 35.65478, 139.74394 35.65478, 139.74370000000002 35.6548, 139.74367 35.654810000000005, 139.74359 35.654810000000005, 139.74351000000001 35.65482, 139.74329 35.65484, 139.74307000000002 35.654860000000006, 139.74293 35.65487, 139.74285 35.654880000000006, 139.74266 35.654900000000005, 139.74243 35.654920000000004, 139.74223 35.65494, 139.74205 35.65496, 139.74197 35.654970000000006, 139.74196 35.654970000000006, 139.74181000000002 35.655, 139.7417 35.65502, 139.7416 35.65505, 139.74153 35.65507, 139.74124 35.65514, 139.74115 35.65516, 139.74095 35.655210000000004, 139.74074000000002 35.65527, 139.74054 35.655330000000006, 139.74049000000002 35.655350000000006, 139.74032000000003 35.65538, 139.74028 35.655390000000004, 139.74011000000002 35.65543, 139.74009 35.65543, 139.73989 35.65545, 139.7397 35.65547, 139.73966000000001 35.655480000000004, 139.73962 35.655480000000004)
9	6	LINESTRING (139.73962 35.655480000000004, 139.73953 35.65551, 139.73945 35.65552, 139.73940000000002 35.655530000000006, 139.73927 35.655550000000005, 139.739 35.65558, 139.73896000000002 35.65558, 139.73891 35.655590000000004, 139.73886000000002 35.655590000000004, 139.73864 35.65561, 139.73845 35.65563, 139.73843000000002 35.655640000000005, 139.73825000000002 35.65567, 139.73816000000002 35.655680000000004, 139.7381 35.6557, 139.73801 35.655730000000005, 139.738 35.655730000000005, 139.73794 35.65576, 139.73786 35.65579, 139.73782 35.65581, 139.73781000000002 35.65581, 139.73777 35.655840000000005, 139.73772000000002 35.65587, 139.73767 35.655910000000006, 139.73764 35.655930000000005, 139.73761000000002 35.65596, 139.73755 35.656000000000006, 139.7375 35.656060000000004, 139.73747 35.656090000000006, 139.73745000000002 35.65612, 139.7374 35.656200000000005, 139.73735000000002 35.65628, 139.73734000000002 35.65628, 139.73724 35.6565, 139.73714 35.656670000000005, 139.73704 35.65683000000001, 139.73700000000002 35.65691, 139.73692 35.657030000000006, 139.73685 35.65715, 139.73673000000002 35.65733, 139.73668 35.65744, 139.73663000000002 35.65751, 139.73661 35.65755, 139.73659 35.65758, 139.73658 35.657610000000005, 139.73656000000003 35.657650000000004, 139.73652 35.657740000000004, 139.73651 35.657790000000006, 139.7365 35.657810000000005, 139.73648 35.657900000000005, 139.73647000000003 35.65795, 139.73645000000002 35.658, 139.73645000000002 35.65809, 139.73645000000002 35.65814, 139.73644000000002 35.6582, 139.73645000000002 35.65829, 139.73647000000003 35.65841, 139.7365 35.658590000000004, 139.73653000000002 35.658710000000006, 139.73654000000002 35.658770000000004, 139.73657 35.658930000000005, 139.7366 35.65912, 139.73666 35.65936, 139.73669 35.65946, 139.73671000000002 35.659510000000004, 139.73675 35.659600000000005, 139.73679 35.65968, 139.73684 35.659800000000004, 139.73691000000002 35.6599, 139.73700000000002 35.66004, 139.73706 35.660120000000006, 139.73707000000002 35.660140000000006, 139.73719 35.66029, 139.73725000000002 35.66035, 139.7373 35.660410000000006, 139.73735000000002 35.66049, 139.73739 35.66053, 139.73746 35.660610000000005, 139.73748 35.66064, 139.73757 35.66076, 139.73766 35.660900000000005, 139.73770000000002 35.66095, 139.73773 35.661010000000005, 139.73780000000002 35.66116, 139.73783 35.66122, 139.73785 35.66127, 139.73787000000002 35.66132, 139.73789000000002 35.6614, 139.73792 35.66147, 139.73793 35.66156, 139.73794 35.6616, 139.73796000000002 35.661640000000006, 139.738 35.66181, 139.73804 35.66199, 139.73808000000002 35.66217, 139.73817000000003 35.66252, 139.73821 35.6627, 139.73823000000002 35.662800000000004, 139.73827 35.66292, 139.73829 35.66299, 139.7383 35.663030000000006, 139.73831 35.66306, 139.73832000000002 35.6631, 139.73833000000002 35.66313, 139.73834000000002 35.66317, 139.73835000000003 35.6632, 139.73841000000002 35.66337, 139.73848 35.66368, 139.73849 35.66373, 139.73850000000002 35.66378, 139.73852000000002 35.66386, 139.73854 35.66391, 139.73859000000002 35.66413, 139.73862 35.66424, 139.73864 35.66431, 139.73868000000002 35.664460000000005, 139.73868000000002 35.664480000000005, 139.73876 35.664770000000004, 139.73879000000002 35.664910000000006, 139.7388 35.664950000000005, 139.73884 35.66519, 139.73885 35.66521, 139.73885 35.66523, 139.73886000000002 35.66526)
9	7	LINESTRING (139.73886000000002 35.66526, 139.73884 35.665290000000006, 139.73884 35.665310000000005, 139.73883 35.66534, 139.73882 35.66539, 139.73881 35.66548, 139.73881 35.665530000000004, 139.7388 35.66555, 139.73879000000002 35.66559, 139.73878000000002 35.665600000000005, 139.73876 35.66563, 139.73874 35.66566, 139.73873 35.66568, 139.73869000000002 35.66572, 139.73864 35.665780000000005, 139.73860000000002 35.665820000000004, 139.73857 35.66584, 139.73855 35.66586, 139.73852000000002 35.665870000000005, 139.73847 35.6659, 139.73841000000002 35.66593, 139.73836 35.66595, 139.73834000000002 35.66595, 139.73828 35.66597, 139.73822 35.665980000000005, 139.73812 35.666000000000004, 139.73803 35.66599, 139.73795 35.66599, 139.73794 35.66599, 139.73789000000002 35.665980000000005, 139.73783 35.66597, 139.73776 35.665960000000005, 139.73772000000002 35.66595, 139.73769000000001 35.66595, 139.73764 35.66593, 139.73755 35.6659, 139.73745000000002 35.665850000000006, 139.73742000000001 35.66584, 139.73735000000002 35.665800000000004, 139.73728 35.665760000000006, 139.73719 35.665710000000004, 139.73714 35.665690000000005, 139.7371 35.665670000000006, 139.73665 35.665420000000005, 139.73663000000002 35.66541, 139.73659 35.665400000000005)
9	8	LINESTRING (139.73659 35.665400000000005, 139.73657 35.66539, 139.73654000000002 35.66537, 139.7365 35.665350000000004, 139.73645000000002 35.665330000000004, 139.73606 35.66512, 139.73567 35.66492, 139.73545000000001 35.66481, 139.73543 35.6648, 139.73537000000002 35.664770000000004, 139.73531 35.66474, 139.73521000000002 35.66469, 139.73511000000002 35.664640000000006, 139.73447000000002 35.664300000000004, 139.73409 35.66411, 139.734 35.66407, 139.73392 35.664030000000004, 139.73387000000002 35.664, 139.73381 35.663970000000006, 139.73350000000002 35.6638, 139.73332000000002 35.66371, 139.73323000000002 35.66367, 139.73315000000002 35.663630000000005, 139.73309 35.6636, 139.73303 35.66357, 139.73284 35.663470000000004, 139.73273 35.66342, 139.73244000000003 35.66328, 139.73228 35.6632, 139.73223000000002 35.66317, 139.7321 35.663120000000006, 139.73198000000002 35.66306, 139.73190000000002 35.66302, 139.73181000000002 35.662980000000005, 139.73178000000001 35.662960000000005, 139.73162000000002 35.662890000000004, 139.73124 35.66272, 139.73095 35.662580000000005, 139.7306 35.66243, 139.73058 35.662420000000004, 139.73052 35.66239, 139.73047000000003 35.66237, 139.73032 35.6623, 139.73017000000002 35.66223, 139.73001000000002 35.66216, 139.72998 35.66214, 139.72985 35.66208, 139.72947000000002 35.6619, 139.72924 35.66179, 139.72886 35.661590000000004, 139.72877 35.661550000000005, 139.72868000000003 35.661500000000004, 139.72842 35.661370000000005, 139.72837 35.66134, 139.72822000000002 35.66127, 139.72811000000002 35.66122, 139.72802000000001 35.66118, 139.72781 35.661100000000005, 139.72740000000002 35.66095, 139.72718 35.66087, 139.72681 35.660740000000004, 139.72656 35.660650000000004, 139.72634000000002 35.66057, 139.72627 35.66055, 139.7262 35.66053, 139.72617000000002 35.660520000000005, 139.72527000000002 35.660210000000006, 139.72522 35.66019, 139.72516000000002 35.66017, 139.72493 35.6601, 139.72466 35.66001, 139.72454000000002 35.65997, 139.72435000000002 35.65992, 139.72425 35.659890000000004, 139.72395 35.65982, 139.72384000000002 35.659800000000004, 139.72373000000002 35.659780000000005, 139.72369 35.65977, 139.72365000000002 35.659760000000006, 139.72363 35.659760000000006, 139.72351 35.659740000000006, 139.72345 35.65973, 139.72339000000002 35.65972, 139.72332 35.6597, 139.72314 35.659670000000006, 139.72305 35.659650000000006, 139.72297 35.65964, 139.72287 35.65963, 139.72276000000002 35.65961)
9	9	LINESTRING (139.72276000000002 35.65961, 139.72254 35.65954, 139.72241000000002 35.659530000000004, 139.72229000000002 35.659510000000004, 139.72219 35.6595, 139.72206 35.659490000000005, 139.72194000000002 35.65948, 139.72192 35.65948, 139.72185000000002 35.659470000000006, 139.72159000000002 35.659440000000004, 139.72136 35.659420000000004, 139.72080000000003 35.65939, 139.72052000000002 35.65937, 139.7203 35.65936, 139.72002 35.65935, 139.72 35.65934, 139.71998000000002 35.65934, 139.71996000000001 35.659330000000004, 139.71992 35.659310000000005)
